"DATA_YEAR","OFFENDER_ID","INCIDENT_ID","OFFENDER_SEQ_NUM","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2019,136125124,119775956,1,4,,"U",0,3,,
2019,136125125,119775957,1,5,40,"M",1,2,40,0
2019,136125126,119775958,1,5,54,"M",2,2,54,0
2019,136125127,119775959,0,,,"",,,,
2019,136125128,119775960,1,5,54,"M",2,3,54,0
2019,136125129,119775961,1,5,30,"M",1,2,30,0
2019,136125130,119775962,1,4,,"U",0,3,,
2019,136125131,119775963,1,5,35,"M",2,2,35,0
2019,136125133,119775964,2,5,9,"M",2,2,9,0
2019,136125132,119775964,1,5,10,"M",2,2,10,0
2019,136125134,119775965,1,5,40,"M",1,2,40,0
2019,136125135,119775966,1,5,19,"M",2,2,19,0
2019,136125136,119775967,1,4,,"U",2,2,,
2019,136125137,119775968,1,5,32,"M",2,2,32,0
2019,136125138,119775969,1,5,45,"M",2,2,45,0
2019,136125139,119775970,1,5,59,"M",2,2,59,0
2019,136125141,119775971,2,5,25,"F",2,2,25,0
2019,136125140,119775971,1,5,20,"M",2,2,20,0
2019,136125144,119775973,2,5,27,"M",2,2,27,0
2019,136125143,119775973,1,5,29,"M",2,2,29,0
2019,136125145,119775974,1,5,27,"M",1,2,25,30
2019,136125146,119775974,2,5,27,"M",2,2,25,30
2019,136125147,119775975,1,4,,"U",0,3,,
2019,136125148,119775976,1,5,17,"F",2,2,17,0
2019,136125149,119775977,1,4,,"U",0,3,,
2019,136125150,119775978,1,5,22,"M",1,1,22,0
2019,136125153,119775980,0,,,"",,,,
2019,136125154,119775981,1,5,35,"M",2,2,30,40
2019,136125155,119775982,1,4,,"U",0,3,,
2019,136125157,119775983,2,4,,"M",2,2,,
2019,136125156,119775983,1,4,,"U",0,3,,
2019,136125160,119775984,3,5,20,"M",1,3,20,0
2019,136125159,119775984,2,5,20,"M",1,3,20,0
2019,136125158,119775984,1,5,20,"M",1,3,20,0
2019,136125161,119775985,1,5,19,"F",1,2,19,0
2019,136125163,119775987,1,4,,"F",2,2,,
2019,136125164,119775988,1,4,,"U",0,3,,
2019,136125165,119775989,1,5,24,"M",1,2,24,0
2019,136125166,119775990,1,4,,"U",0,3,,
2019,136125168,119775992,1,5,40,"M",1,2,40,0
2019,136125172,119775994,1,5,28,"F",2,2,28,0
2019,136125173,119775995,0,,,"",,,,
2019,136125175,119775996,2,5,30,"F",1,2,30,0
2019,136125174,119775996,1,5,37,"F",1,3,35,40
2019,136125177,119775997,2,5,23,"M",2,3,23,24
2019,136125176,119775997,1,5,26,"M",2,3,26,27
2019,136125179,119775998,2,4,,"U",0,3,,
2019,136125178,119775998,1,4,,"U",0,3,,
2019,136125180,119775999,1,5,50,"F",2,2,45,55
2019,136125181,119776000,1,5,16,"F",2,2,16,0
2019,136125182,119776001,1,5,33,"M",2,2,33,0
2019,136125183,119776002,1,4,,"U",0,3,,
2019,136125184,119776003,1,4,,"U",0,3,,
2019,136125185,119776004,1,5,60,"F",1,2,60,0
2019,136125186,119776005,1,5,20,"M",2,2,20,0
2019,136125187,119776006,1,5,38,"M",1,2,38,0
2019,136125188,119776007,1,4,,"U",0,3,,
2019,136125190,119776008,2,5,14,"M",2,2,14,0
2019,136125191,119776008,3,5,15,"M",2,2,15,0
2019,136125189,119776008,1,5,11,"M",2,2,11,0
2019,136125192,119776009,1,5,45,"M",1,2,40,50
2019,136125193,119776009,2,4,,"U",0,3,,
2019,136125196,119776010,3,5,56,"F",2,2,56,0
2019,136125195,119776010,2,4,,"F",0,3,,
2019,136125194,119776010,1,4,,"M",0,3,,
2019,136125197,119776011,1,5,15,"M",2,2,15,0
2019,136125198,119776011,2,5,15,"M",2,2,15,0
2019,136125199,119776011,3,5,23,"M",2,2,23,0
2019,136125200,119776012,1,5,28,"F",2,2,28,0
2019,136125201,119776013,1,5,24,"M",2,2,24,0
2019,136125202,119776014,1,5,41,"F",1,2,41,0
2019,136125203,119776015,1,5,30,"M",2,2,30,0
2019,136125204,119776016,1,5,44,"M",1,2,44,0
2019,136125205,119776017,1,5,33,"F",2,2,33,0
2019,136125206,119776017,2,5,32,"F",2,2,32,0
2019,136125207,119776018,1,5,23,"M",1,2,23,0
2019,136125208,119776019,1,5,41,"F",1,2,41,0
2019,136125209,119776020,1,4,,"U",0,3,,
2019,136125210,119776021,1,4,,"U",0,3,,
2019,136125211,119776022,1,5,28,"M",1,2,28,0
2019,136125212,119776023,1,5,40,"M",2,2,35,45
2019,136125213,119776024,1,5,20,"F",1,2,20,0
2019,136125214,119776025,1,5,31,"M",1,2,31,0
2019,136125215,119776026,1,5,42,"M",1,2,42,0
2019,136125216,119776027,1,4,,"U",0,3,,
2019,136125217,119776028,0,,,"",,,,
2019,136125218,119776029,1,5,50,"M",2,2,50,0
2019,136125219,119776030,0,,,"",,,,
2019,136125220,119776031,1,4,,"U",0,3,,
2019,136125221,119776032,0,,,"",,,,
2019,136125222,119776033,0,,,"",,,,
2019,136125223,119776034,0,,,"",,,,
2019,136125224,119776035,1,4,,"U",0,3,,
2019,136125225,119776035,2,5,12,"M",2,2,12,0
2019,136125226,119776035,3,5,12,"M",2,2,12,0
2019,136125227,119776036,1,5,35,"F",1,2,30,40
2019,136125228,119776037,1,4,,"U",0,3,,
2019,136125229,119776038,1,5,19,"M",2,2,19,0
2019,136125230,119776039,1,4,,"U",0,3,,
2019,136125231,119776040,1,4,,"U",0,3,,
2019,136125232,119776041,1,4,,"U",0,3,,
2019,136125233,119776042,1,5,12,"M",2,2,12,0
2019,136125234,119776043,1,5,59,"M",1,2,59,0
2019,136125235,119776044,1,5,30,"M",0,3,30,0
2019,136125236,119776045,1,4,,"U",0,3,,
2019,136125238,119776047,1,5,42,"M",2,2,42,0
2019,136125239,119776048,1,5,45,"M",1,2,45,0
2019,136125241,119776050,1,4,,"U",0,3,,
2019,136125242,119776051,1,4,,"M",2,2,,
2019,136125243,119776051,2,4,,"F",2,2,,
2019,136125244,119776052,1,4,,"U",0,3,,
2019,136125245,119776053,1,4,,"U",0,3,,
2019,136125246,119776054,1,5,31,"M",1,1,31,0
2019,136125247,119776055,1,5,33,"M",2,2,33,0
2019,136125248,119776056,1,4,,"U",0,3,,
2019,136125249,119776057,0,,,"",,,,
2019,136125250,119776058,0,,,"",,,,
2019,136125251,119776059,1,5,24,"M",2,2,20,29
2019,136125252,119776060,1,4,,"U",0,3,,
2019,136125253,119776061,1,5,18,"M",1,1,18,0
2019,136125254,119776062,1,5,23,"M",2,2,21,25
2019,136125255,119776063,1,5,19,"F",1,3,19,0
2019,136125256,119776064,1,4,,"U",0,3,,
2019,136125257,119776065,1,5,25,"F",1,2,25,0
2019,136125258,119776066,1,5,27,"M",2,2,25,30
2019,136125261,119776068,1,4,,"U",0,3,,
2019,136125262,119776069,1,5,20,"M",1,1,20,0
2019,136125264,119776071,1,5,50,"M",1,3,50,0
2019,136125265,119776072,1,5,55,"M",2,2,55,0
2019,136125266,119776073,1,4,,"M",1,3,,
2019,136125267,119776074,1,5,44,"M",2,2,44,0
2019,136125268,119776075,1,5,51,"F",0,3,51,0
2019,136125269,119776076,1,5,37,"M",2,2,37,0
2019,136125270,119776077,1,5,21,"M",2,2,21,0
2019,136125271,119776078,1,5,12,"F",2,2,12,0
2019,136125272,119776079,1,4,,"U",0,3,,
2019,136125273,119776080,1,5,14,"M",2,2,14,0
2019,136125274,119776081,1,4,,"U",0,3,,
2019,136125275,119776082,1,5,38,"M",2,2,38,0
2019,136125276,119776083,1,4,,"M",2,2,,
2019,136125277,119776084,1,5,32,"M",2,2,32,0
2019,136125278,119776085,1,5,28,"M",1,2,28,0
2019,136125279,119776086,1,5,35,"M",2,2,35,0
2019,136125280,119776087,1,4,,"U",0,3,,
2019,136125281,119776088,1,5,39,"M",1,1,39,0
2019,136125282,119776089,1,5,26,"M",2,2,26,0
2019,136125283,119776090,1,5,32,"M",1,2,32,0
2019,136125284,119776091,1,5,58,"M",1,2,58,0
2019,136125285,119776092,1,5,29,"M",1,2,29,0
2019,136125287,119776094,1,5,59,"M",2,2,59,0
2019,136125288,119776095,1,5,20,"M",1,2,20,0
2019,136125289,119776096,1,5,16,"F",2,2,16,0
2019,136125291,119776097,2,5,27,"M",2,2,27,0
2019,136125292,119776097,3,5,27,"M",2,2,27,0
2019,136125290,119776097,1,5,29,"M",2,2,29,0
2019,136125293,119776098,1,5,60,"F",1,2,60,0
2019,136125294,119776099,1,4,,"M",2,3,,
2019,136125298,119786101,3,5,22,"M",2,2,20,25
2019,136125297,119786101,2,5,27,"F",2,2,25,30
2019,136125296,119786101,1,5,45,"F",1,2,45,0
2019,136125299,119786101,4,5,27,"M",1,2,25,30
2019,136125300,119786102,1,4,,"U",0,3,,
2019,136125301,119786103,1,4,,"U",0,3,,
2019,136125303,119786105,1,5,32,"F",1,2,32,0
2019,136125304,119786106,1,5,29,"F",2,2,29,0
2019,136125306,119786107,2,4,,"M",1,2,,
2019,136125305,119786107,1,4,,"F",1,2,,
2019,136125307,119786107,3,5,32,"M",1,2,30,35
2019,136125308,119786108,1,5,27,"M",2,2,27,0
2019,136125309,119786109,1,5,23,"F",2,3,23,0
2019,136125311,119786110,2,5,28,"M",2,2,28,0
2019,136125310,119786110,1,5,26,"M",2,2,25,28
2019,136125312,119786111,1,5,30,"F",2,2,30,0
2019,136125313,119786112,1,5,31,"F",2,2,31,0
2019,136125314,119786113,1,4,,"U",0,3,,
2019,136125315,119786114,1,5,30,"M",2,2,30,0
2019,136125316,119786114,2,5,50,"F",2,2,50,0
2019,136125318,119786114,4,5,47,"M",2,2,47,0
2019,136125317,119786114,3,5,45,"F",2,2,45,0
2019,136125319,119786115,1,4,,"U",0,3,,
2019,136125320,119786116,1,5,30,"M",2,2,30,0
2019,136125321,119786117,1,5,64,"M",2,2,64,0
2019,136125322,119786118,1,5,38,"M",2,2,38,0
2019,136125323,119786119,1,5,32,"M",1,2,32,0
2019,136125324,119786120,1,5,30,"M",1,2,30,0
2019,136125325,119786121,1,4,,"U",0,3,,
2019,136125326,119786122,1,5,27,"M",2,2,25,30
2019,136125327,119786123,1,5,44,"M",2,2,44,0
2019,136125328,119786124,1,4,,"M",0,3,,
2019,136125329,119786124,2,4,,"M",0,3,,
2019,136125330,119786124,3,4,,"M",0,3,,
2019,136125332,119786125,2,5,40,"M",2,2,40,0
2019,136125331,119786125,1,5,40,"F",2,2,40,0
2019,136125334,119786126,2,5,13,"M",2,2,12,14
2019,136125335,119786126,3,5,12,"M",2,2,12,0
2019,136125333,119786126,1,5,13,"M",2,2,12,14
2019,136125336,119786127,1,5,23,"M",2,2,23,0
2019,136125337,119786128,1,5,52,"M",2,2,52,0
2019,136125338,119786129,1,5,32,"M",2,1,32,0
2019,136125340,119786130,2,5,15,"M",2,2,15,0
2019,136125341,119786130,3,5,15,"M",2,2,15,0
2019,136125339,119786130,1,5,15,"M",2,2,15,0
2019,136125342,119786131,1,5,30,"M",1,2,30,0
2019,136125343,119786132,1,5,34,"M",2,2,34,0
2019,136125344,119786133,1,5,30,"M",1,2,30,0
2019,136125345,119786134,1,4,,"U",0,3,,
2019,136125346,119786135,1,5,31,"F",1,2,31,0
2019,136125347,119786136,1,5,28,"M",2,2,28,0
2019,136125348,119786137,1,5,24,"M",1,1,24,0
2019,136125349,119786138,1,5,52,"M",1,2,52,0
2019,136125351,119786140,1,5,53,"M",2,2,53,0
2019,136125352,119786141,0,,,"",,,,
2019,136125353,119786142,1,5,18,"M",1,2,18,0
2019,136125354,119786143,1,4,,"U",0,3,,
2019,136125355,119786144,1,5,46,"F",1,2,46,0
2019,136125356,119786145,1,4,,"U",0,3,,
2019,136125357,119786146,1,5,36,"M",2,2,36,0
2019,136125358,119786147,1,5,34,"F",2,2,34,0
2019,136125359,119786148,1,4,,"U",0,3,,
2019,136125361,119786149,2,5,32,"M",2,2,32,0
2019,136125360,119786149,1,5,25,"M",2,2,25,0
2019,136125362,119786150,1,5,34,"F",2,2,34,0
2019,136125363,119786151,1,5,38,"F",1,1,38,0
2019,136125364,119786152,1,4,,"U",0,3,,
2019,136125365,119786153,1,4,,"U",0,3,,
2019,136125366,119786154,1,4,,"U",0,3,,
2019,136125367,119786155,1,5,25,"M",2,2,25,0
2019,136125368,119786155,2,5,25,"F",2,2,25,0
2019,136125369,119786156,1,4,,"U",0,3,,
2019,136125370,119786157,1,4,,"U",1,2,,
2019,136125371,119786157,2,4,,"U",1,2,,
2019,136125372,119786157,3,4,,"U",0,2,,
2019,136125373,119786158,1,5,39,"M",1,2,39,0
2019,136125374,119786159,1,4,,"F",2,2,,
2019,136125375,119786160,1,4,,"M",0,3,,
2019,136125376,119786161,1,4,,"U",0,3,,
2019,136125377,119786162,1,4,,"M",0,3,,
2019,136125378,119786163,0,,,"",,,,
2019,136125379,119786164,1,5,27,"F",2,2,27,0
2019,136125380,119786165,1,4,,"U",0,3,,
2019,136125381,119786166,1,5,61,"M",2,2,60,63
2019,136125382,119786167,1,5,27,"F",2,2,25,29
2019,136125383,119786168,0,,,"",,,,
2019,136125384,119786169,0,,,"",,,,
2019,136125385,119786170,1,5,39,"F",1,2,39,0
2019,136125386,119786171,1,4,,"U",0,3,,
2019,136125387,119786172,1,4,,"U",0,3,,
2019,136125388,119786173,0,,,"",,,,
2019,136125389,119786174,0,,,"",,,,
2019,136125390,119786175,1,4,,"U",0,3,,
2019,136125391,119786176,1,5,49,"F",2,2,49,0
2019,136125392,119786177,1,4,,"U",0,3,,
2019,136125393,119786178,1,4,,"M",0,3,,
2019,136125394,119786179,0,,,"",,,,
2019,136125395,119786180,0,,,"",,,,
2019,136125396,119786181,0,,,"",,,,
2019,136125400,119786184,1,4,,"U",0,3,,
2019,136125401,119786185,1,4,,"U",0,3,,
2019,136125402,119786186,1,4,,"U",0,3,,
2019,136125404,119786188,1,4,,"U",0,3,,
2019,136125405,119786189,1,4,,"U",0,3,,
2019,136125406,119786190,1,5,17,"F",2,2,17,0
2019,136125407,119786191,1,5,31,"M",2,2,31,0
2019,136125409,119786193,1,4,,"M",1,2,,
2019,136125410,119786194,1,4,,"U",0,3,,
2019,136125414,119786197,1,5,27,"F",2,3,25,30
2019,136125415,119786198,1,4,,"M",0,3,,
2019,136125416,119786199,1,4,,"U",0,3,,
2019,136125417,119786200,1,4,,"M",1,2,,
2019,136125418,119786201,1,4,,"U",0,3,,
2019,136125419,119786202,1,4,,"U",0,3,,
2019,136125420,119786203,1,4,,"U",0,3,,
2019,136125421,119786204,1,5,58,"M",1,2,58,0
2019,136125422,119786205,0,,,"",,,,
2019,136125423,119786206,0,,,"",,,,
2019,136125426,119786208,1,4,,"U",0,3,,
2019,136125427,119786209,0,,,"",,,,
2019,136125428,119786210,1,4,,"M",0,3,,
2019,136125429,119786211,1,4,,"U",0,3,,
2019,136125430,119786212,0,,,"",,,,
2019,136125431,119786213,1,5,23,"M",1,2,23,0
2019,136125432,119786213,2,5,27,"F",1,2,27,0
2019,136125433,119786214,1,4,,"U",0,3,,
2019,136125434,119786215,1,4,,"U",0,3,,
2019,136125435,119786216,1,4,,"U",0,3,,
2019,136125436,119786217,1,4,,"U",0,3,,
2019,136125437,119786218,1,5,20,"M",1,2,20,0
2019,136125438,119786219,1,5,60,"M",1,2,60,0
2019,136125439,119786220,1,4,,"M",2,2,,
2019,136125440,119786221,1,4,,"M",1,2,,
2019,136125441,119786222,1,5,27,"M",2,2,27,0
2019,136125442,119786223,1,5,50,"M",1,2,50,0
2019,136125443,119786224,1,5,47,"F",1,2,47,0
2019,136125444,119786225,1,5,38,"F",2,2,38,0
2019,136125445,119786226,1,4,,"F",1,2,,
2019,136125446,119786227,0,,,"",,,,
2019,136125447,119786228,1,5,39,"M",2,2,39,0
2019,136125448,119786229,1,4,,"U",0,3,,
2019,136114087,119775172,1,4,,"F",0,3,,
2019,136114090,119775177,1,5,44,"M",2,2,44,0
2019,136114159,119775226,2,5,29,"M",1,2,29,0
2019,136114158,119775226,1,4,,"F",0,3,,
2019,136114173,119775234,4,5,32,"F",2,2,32,0
2019,136114175,119775234,6,5,25,"F",2,3,25,0
2019,136114170,119775234,1,5,30,"F",2,2,30,0
2019,136114174,119775234,5,5,29,"F",2,2,29,0
2019,136114171,119775234,2,5,30,"F",2,2,30,0
2019,136114172,119775234,3,5,29,"F",2,2,29,0
2019,136114181,119775237,1,5,50,"M",1,2,50,0
2019,136114184,119775239,1,5,45,"M",2,2,45,0
2019,136114186,119775240,2,5,27,"M",2,2,27,0
2019,136114185,119775240,1,5,27,"M",2,2,27,0
2019,136114204,119775245,1,5,33,"M",2,2,33,0
2019,136114210,119775251,2,5,40,"M",2,2,40,0
2019,136114209,119775251,1,5,25,"M",2,2,25,0
2019,136114240,119775264,1,5,22,"M",2,2,22,0
2019,136114250,119775271,1,5,31,"M",2,2,31,0
2019,136114254,119775274,1,5,32,"M",1,1,32,0
2019,136114258,119775276,2,5,38,"M",2,2,38,0
2019,136114257,119775276,1,5,20,"M",1,2,20,0
2019,136114264,119775279,1,5,37,"M",1,1,37,0
2019,136114283,119775290,1,5,13,"F",1,2,13,0
2019,136114291,119775297,1,5,54,"M",2,2,54,0
2019,136114296,119775300,1,5,24,"F",1,1,24,0
2019,136114297,119775300,2,5,23,"F",1,1,23,0
2019,136114308,119775310,1,5,41,"M",1,2,41,0
2019,136114311,119775313,1,5,38,"M",2,2,38,0
2019,136114315,119775317,1,5,28,"M",2,2,28,0
2019,136114319,119775318,1,4,,"U",0,3,,
2019,136114324,119775322,1,5,17,"M",2,2,17,0
2019,136114325,119775322,2,5,15,"M",1,2,15,0
2019,136114332,119775326,1,5,37,"M",1,2,37,0
2019,128494114,113389118,1,5,39,"F",1,2,39,0
2019,128494131,113383842,2,5,43,"M",2,2,43,0
2019,128494132,113383842,3,5,59,"M",2,2,59,0
2019,128508086,113383842,1,5,42,"M",2,2,42,0
2019,128501082,113383859,1,5,22,"F",2,2,22,0
2019,128494147,113383859,3,5,30,"M",2,2,30,0
2019,128501084,113383859,2,5,35,"F",2,2,30,40
2019,128494148,113383859,4,5,35,"M",2,2,30,40
2019,128508106,113389145,1,5,29,"M",1,2,29,0
2019,128494162,113389156,2,5,53,"M",2,2,53,0
2019,128501118,113389156,1,4,,"U",0,3,,
2019,128494163,113389156,3,5,34,"F",1,2,34,0
2019,128501121,113397040,1,5,21,"M",2,2,21,0
2019,128494190,113389171,1,5,32,"M",1,1,32,0
2019,128494191,113389172,1,5,34,"M",1,2,34,0
2019,121488563,107368220,1,5,37,"M",1,2,37,0
2019,121482664,107368222,1,5,29,"M",2,2,29,0
2019,121488587,107364677,1,5,20,"M",2,2,20,0
2019,121482666,107368223,1,5,17,"M",2,2,17,0
2019,121479261,107372555,1,5,19,"F",1,2,19,0
2019,121479263,107368232,1,5,34,"M",2,2,34,0
2019,121488653,107368234,2,5,53,"M",2,2,53,0
2019,121479266,107368234,1,5,52,"M",2,2,52,0
2019,121488654,107372557,1,4,,"U",0,3,,
2019,121479273,107368244,1,5,56,"M",1,2,56,0
2019,121482699,107368253,1,5,30,"M",2,2,30,0
2019,121482700,107368253,2,5,30,"M",2,2,30,0
2019,136119143,119783252,2,5,26,"M",2,2,26,0
2019,136119142,119783252,1,4,,"U",0,3,,
2019,136114146,119783255,1,5,60,"M",1,2,60,0
2019,136119154,119783257,2,5,21,"M",1,1,21,0
2019,136119157,119783257,5,5,19,"M",1,1,19,0
2019,136119156,119783257,4,5,18,"M",1,1,18,0
2019,136119153,119783257,1,4,,"U",0,3,,
2019,136119158,119783257,6,5,17,"M",2,2,17,0
2019,136119159,119783257,7,5,19,"M",2,2,19,0
2019,136119155,119783257,3,5,20,"M",1,1,20,0
2019,136119160,119783257,8,5,17,"F",1,1,17,0
2019,128502605,113385109,2,5,30,"M",1,2,25,35
2019,128502604,113385109,1,5,30,"M",2,3,30,0
2019,128502606,113385110,1,5,33,"M",2,2,33,0
2019,128502607,113385111,1,5,14,"M",2,2,14,0
2019,128502609,113385113,1,5,30,"M",2,2,30,0
2019,128502610,113385114,1,5,71,"M",1,2,71,0
2019,128502611,113385115,1,5,24,"F",2,2,24,0
2019,128502612,113385115,2,5,23,"F",2,2,23,0
2019,128502613,113385116,1,5,51,"M",1,1,51,0
2019,128502614,113385117,1,5,41,"M",1,1,41,0
2019,128502615,113385118,1,5,42,"F",1,2,42,0
2019,128502616,113385119,1,5,25,"F",2,2,25,0
2019,128502617,113385120,1,5,35,"M",2,2,35,0
2019,128502618,113385120,2,5,35,"M",2,2,35,0
2019,128502619,113385121,1,5,20,"F",2,2,20,0
2019,128502620,113385122,1,5,53,"M",2,2,53,0
2019,128502622,113385124,1,5,34,"M",1,2,34,0
2019,128502624,113385126,1,5,38,"F",2,2,38,0
2019,128502625,113385127,0,,,"",,,,
2019,128502626,113385128,1,4,,"U",0,3,,
2019,128502627,113385129,1,5,13,"M",2,2,13,0
2019,128502628,113385130,1,5,56,"M",1,2,56,0
2019,128502630,113385131,2,5,30,"M",2,2,30,0
2019,128502629,113385131,1,5,20,"M",2,2,20,0
2019,128502631,113385132,1,5,33,"F",1,2,33,0
2019,128502633,113385134,1,4,,"U",0,3,,
2019,128502634,113385135,1,5,13,"F",2,2,13,0
2019,128502635,113385136,0,,,"",,,,
2019,128502636,113385137,1,5,38,"M",1,2,37,39
2019,128502637,113385138,1,4,,"U",0,3,,
2019,128502638,113385139,1,5,18,"M",2,2,18,0
2019,128502639,113385140,1,5,16,"F",1,1,16,0
2019,128502640,113385140,2,5,16,"F",1,1,16,0
2019,128502641,113385141,1,5,41,"M",2,2,41,0
2019,128502642,113385142,1,5,55,"M",1,2,50,60
2019,128502643,113385143,0,,,"",,,,
2019,128502644,113385144,1,5,56,"M",1,2,56,0
2019,128502645,113385145,1,5,45,"F",1,2,45,0
2019,128502647,113385147,1,5,21,"M",1,2,21,0
2019,128502648,113385148,1,5,16,"F",2,2,16,0
2019,128502649,113385149,1,5,42,"M",2,2,42,0
2019,128502650,113385150,1,4,,"U",0,3,,
2019,128502651,113385151,1,5,33,"F",2,2,33,0
2019,128502652,113385152,1,5,37,"F",1,2,35,40
2019,128502653,113385153,0,,,"",,,,
2019,128502654,113385154,1,5,25,"M",1,2,25,0
2019,128502655,113385155,1,4,,"F",0,3,,
2019,128502656,113385156,1,5,32,"F",2,3,32,0
2019,128502657,113385157,1,5,59,"M",2,2,59,0
2019,128502658,113385158,1,4,,"U",0,3,,
2019,128502660,113385160,1,5,25,"M",2,2,25,0
2019,128502661,113385160,2,5,34,"M",1,2,30,39
2019,128502662,113385161,1,5,30,"M",2,2,30,0
2019,128502663,113385162,1,5,25,"F",2,2,20,30
2019,128502664,113385163,0,,,"",,,,
2019,128502665,113385164,1,5,19,"M",2,2,19,0
2019,128502667,113385164,3,4,,"M",2,2,,
2019,128502666,113385164,2,5,18,"M",2,2,18,0
2019,128502669,113385166,1,5,55,"M",2,2,50,60
2019,128502670,113385167,1,5,49,"M",2,2,49,0
2019,128502671,113385168,1,5,15,"M",1,2,15,0
2019,128502672,113385168,2,4,,"M",2,3,,
2019,128502674,113385168,4,4,,"U",0,3,,
2019,128502673,113385168,3,4,,"M",0,3,,
2019,128502676,113385169,2,5,15,"F",2,2,15,0
2019,128502675,113385169,1,5,14,"F",2,2,14,0
2019,128502677,113385170,0,,,"",,,,
2019,128502678,113385171,1,5,33,"M",2,2,33,0
2019,128502681,113385173,2,5,27,"M",2,2,27,0
2019,128502680,113385173,1,5,37,"M",2,2,37,0
2019,128502684,113385175,2,5,16,"M",1,2,15,18
2019,128502683,113385175,1,5,20,"M",1,2,15,25
2019,128502685,113385176,1,5,40,"F",2,2,40,0
2019,128502687,113385177,2,5,41,"F",2,2,41,0
2019,128502686,113385177,1,5,13,"F",2,2,13,0
2019,128502688,113385178,1,5,11,"F",2,2,11,0
2019,128502690,113385179,2,5,16,"M",2,2,16,0
2019,128502689,113385179,1,5,13,"F",2,2,13,0
2019,128502691,113385180,1,5,58,"M",2,2,58,0
2019,128502693,113385182,1,5,28,"M",1,2,28,0
2019,128502694,113385183,1,5,48,"M",2,2,48,0
2019,128502695,113385184,1,5,36,"F",2,2,36,0
2019,128502696,113385185,1,5,30,"M",2,2,30,0
2019,128502697,113385186,0,,,"",,,,
2019,128502698,113385187,1,5,33,"F",2,2,33,0
2019,128502699,113385188,1,5,60,"M",2,2,60,0
2019,128502700,113385189,1,5,12,"M",1,2,12,0
2019,128502701,113385190,1,5,34,"F",2,2,34,0
2019,128502702,113385191,1,4,,"U",0,3,,
2019,128502703,113385192,1,5,28,"F",2,2,28,0
2019,128502704,113385193,1,5,17,"M",2,2,17,0
2019,128502705,113385193,2,5,16,"M",2,2,16,0
2019,128502706,113385194,1,5,11,"M",2,2,11,12
2019,128502707,113385195,1,5,24,"M",1,2,24,0
2019,128502708,113385196,1,5,20,"M",2,2,20,0
2019,128502709,113385197,1,5,35,"F",1,2,35,0
2019,128502711,113385199,1,5,25,"M",2,2,25,0
2019,128502712,113385200,1,5,27,"M",2,2,27,0
2019,128502714,113385202,1,5,33,"M",2,3,33,0
2019,128502715,113385203,1,4,,"U",2,3,,
2019,128502716,113385204,1,5,40,"M",1,2,40,0
2019,128502717,113385205,1,5,32,"M",2,2,32,0
2019,128502718,113385206,1,5,34,"M",2,2,34,0
2019,128502720,113385207,2,5,19,"F",2,2,19,0
2019,128502719,113385207,1,5,23,"F",2,2,23,0
2019,128502721,113385208,1,5,18,"M",2,2,18,0
2019,128502722,113385209,1,5,27,"M",2,2,27,0
2019,128502723,113385210,1,4,,"U",0,3,,
2019,128502724,113385211,1,5,32,"F",2,2,32,0
2019,128502730,113385213,1,4,,"U",0,3,,
2019,128502731,113385214,1,5,31,"M",1,2,31,0
2019,128502733,113385215,2,4,,"M",2,2,,
2019,128502732,113385215,1,4,,"M",2,2,,
2019,128502734,113385216,1,5,23,"M",2,2,23,0
2019,128502735,113385217,1,5,14,"M",2,2,14,0
2019,128502736,113385217,2,5,14,"M",2,2,14,0
2019,128502740,113385218,4,4,,"U",2,3,,
2019,128502739,113385218,3,4,,"U",2,3,,
2019,128502738,113385218,2,4,,"U",2,2,,
2019,128502737,113385218,1,4,,"U",2,2,,
2019,128502741,113385219,1,5,20,"M",2,2,20,0
2019,128502742,113385220,1,5,30,"F",2,2,30,0
2019,128502743,113385221,1,4,,"U",0,3,,
2019,128502744,113385222,1,5,59,"M",2,2,59,0
2019,128502745,113385223,1,5,53,"M",1,2,53,0
2019,128502746,113385224,1,5,55,"M",2,2,55,0
2019,128502747,113385225,1,5,21,"F",2,2,21,0
2019,128502748,113385226,1,5,38,"M",2,2,38,0
2019,128502749,113385227,1,5,48,"M",1,2,48,0
2019,128502752,113385228,3,4,,"M",2,2,,
2019,128502750,113385228,1,4,,"M",2,2,,
2019,128502751,113385228,2,4,,"M",2,2,,
2019,128502754,113385228,5,4,,"F",1,2,,
2019,128502753,113385228,4,4,,"M",1,2,,
2019,128502755,113385229,1,4,,"U",0,3,,
2019,128502757,113385230,2,5,23,"F",1,2,23,0
2019,128502756,113385230,1,5,29,"F",1,2,29,0
2019,128502758,113385231,1,5,38,"F",2,2,38,0
2019,128502759,113385232,0,,,"",,,,
2019,128502760,113385233,0,,,"",,,,
2019,128502761,113385234,0,,,"",,,,
2019,128502762,113385235,0,,,"",,,,
2019,128502763,113385236,1,5,55,"M",1,2,50,60
2019,128502764,113385236,2,5,59,"M",1,2,59,0
2019,128502765,113385237,0,,,"",,,,
2019,128502766,113385238,1,5,34,"F",2,2,34,0
2019,128502767,113385239,0,,,"",,,,
2019,128502769,113385240,2,5,22,"F",2,3,20,25
2019,128502768,113385240,1,5,22,"M",2,3,20,25
